
100 2.4e-05 1e+06
600 0.000565 1e+06
1100 0.001653 1e+06
1600 0.003509 1e+06
2100 0.005785 1e+06
2600 0.009827 1e+06
3100 0.013231 1e+06
3600 0.017257 1e+06
4100 0.022927 1e+06
4600 0.028388 1e+06
5100 0.036622 1e+06
5600 0.043784 1e+06
6100 0.05125 1e+06
6600 0.0604 1e+06
7100 0.068319 1e+06
7600 0.07694 1e+06
8100 0.086591 1e+06
8600 0.097675 1e+06
9100 0.110835 1e+06
9600 0.123509 1e+06
10100 0.136592 1e+06
10600 0.149853 1e+06
11100 0.163234 1e+06
11600 0.177221 1e+06
12100 0.194969 1e+06
12600 0.211838 1e+06
13100 0.243751 1e+06
13600 0.250952 1e+06
14100 0.261034 1e+06
14600 0.289078 1e+06
15100 0.304561 1e+06
15600 0.320836 1e+06
16100 0.35016 1e+06
16600 0.363814 1e+06
17100 0.386316 1e+06
17600 0.408859 1e+06
18100 0.429144 1e+06
18600 0.456993 1e+06
19100 0.481806 1e+06
19600 0.506042 1e+06
20100 0.536503 1e+06
20600 0.559522 1e+06
21100 0.58368 1e+06
21600 0.609967 1e+06
22100 0.644534 1e+06
22600 0.674723 1e+06
23100 0.698728 1e+06
23600 0.732884 1e+06
24100 0.781314 1e+06
24600 0.820027 1e+06
25100 0.842324 1e+06
25600 0.920453 1e+06
26100 0.919556 1e+06
26600 0.949384 1e+06
27100 0.966358 1e+06
27600 1.01009 1e+06
28100 1.05409 1e+06
28600 1.06862 1e+06
29100 1.10603 1e+06
29600 1.14735 1e+06
