
1000 0.000107388
2000 0.000245289
3000 0.000414553
4000 0.00054849
5000 0.000729601
6000 0.000870387
7000 0.00102736
8000 0.00122175
9000 0.00133107
10000 0.00158312
11000 0.001801
12000 0.001889
13000 0.002068
14000 0.002298
15000 0.002409
16000 0.002566
17000 0.003165
18000 0.003008
19000 0.0031
20000 0.003413
21000 0.003769
22000 0.004564
23000 0.004052
24000 0.004206
25000 0.004215
26000 0.00474
27000 0.004569
28000 0.005089
29000 0.006627
30000 0.005307
31000 0.005315
32000 0.006418
33000 0.005644
34000 0.006022
35000 0.006176
36000 0.006165
37000 0.006473
38000 0.006729
39000 0.007408
40000 0.007963
41000 0.008514
42000 0.008464
43000 0.008259
44000 0.007905
45000 0.008865
46000 0.008699
47000 0.008679
48000 0.009242
49000 0.009162
50000 0.009088
51000 0.010737
52000 0.009799
53000 0.009875
54000 0.010044
55000 0.010309
56000 0.010795
57000 0.010647
58000 0.010943
59000 0.010707
60000 0.011002
61000 0.011118
62000 0.011607
63000 0.012206
64000 0.011951
65000 0.012173
66000 0.012391
67000 0.012485
68000 0.012678
69000 0.013077
70000 0.012931
71000 0.013531
72000 0.013451
73000 0.015082
74000 0.01407
75000 0.01437
76000 0.014755
77000 0.014659
78000 0.015042
79000 0.016152
80000 0.016099
81000 0.016115
82000 0.016524
83000 0.016773
84000 0.016814
85000 0.018263
86000 0.017343
87000 0.017622
88000 0.017951
89000 0.017914
90000 0.018159
91000 0.01877
92000 0.019315
93000 0.018829
94000 0.019506
95000 0.020954
96000 0.018971
97000 0.019291
98000 0.019723
99000 0.019321
100000 0.021014
101000 0.020682
102000 0.020298
103000 0.020603
104000 0.020808
105000 0.021943
106000 0.021069
107000 0.021425
108000 0.021204
109000 0.021567
110000 0.022567
111000 0.022327
112000 0.022049
113000 0.023331
114000 0.022689
115000 0.023665
116000 0.023059
117000 0.023272
118000 0.024432
119000 0.02436
120000 0.02365
121000 0.025135
122000 0.024968
123000 0.024748
124000 0.024944
125000 0.025593
126000 0.026711
127000 0.02532
128000 0.025995
129000 0.026518
130000 0.028166
131000 0.026308
132000 0.026409
133000 0.026898
134000 0.027813
135000 0.026496
136000 0.026854
137000 0.027334
138000 0.028895
139000 0.027548
140000 0.028327
141000 0.028223
142000 0.029038
143000 0.028241
144000 0.028351
145000 0.028548
146000 0.030193
147000 0.02964
148000 0.029607
149000 0.030539
150000 0.030965
151000 0.031471
152000 0.031355
153000 0.032144
154000 0.032003
155000 0.032237
156000 0.033125
157000 0.033794
158000 0.03316
159000 0.034171
160000 0.034321
161000 0.033572
162000 0.034706
163000 0.03408
164000 0.034126
165000 0.03561
166000 0.035778
167000 0.034976
168000 0.036997
169000 0.035525
170000 0.035625
171000 0.038166
172000 0.036745
173000 0.03712
174000 0.038014
175000 0.037791
176000 0.037206
177000 0.038048
178000 0.037879
179000 0.037965
180000 0.039173
181000 0.037303
182000 0.038272
183000 0.04466
184000 0.038999
185000 0.039205
186000 0.041026
187000 0.039956
188000 0.039684
189000 0.041209
190000 0.040147
191000 0.039627
192000 0.041023
193000 0.041377
194000 0.040382
195000 0.041925
196000 0.042021
197000 0.042778
198000 0.043105
199000 0.042962
200000 0.042182
201000 0.043308
202000 0.04231
203000 0.043014
204000 0.043644
205000 0.043403
206000 0.043247
207000 0.044226
208000 0.043547
209000 0.043667
210000 0.045997
211000 0.043921
212000 0.043938
213000 0.045334
214000 0.045223
215000 0.045291
216000 0.046026
217000 0.04557
218000 0.045568
219000 0.045956
220000 0.046637
221000 0.047507
222000 0.046473
223000 0.047058
224000 0.047211
225000 0.047566
226000 0.048116
227000 0.048484
228000 0.049315
229000 0.047334
230000 0.048295
231000 0.049101
232000 0.04803
233000 0.050659
234000 0.048812
235000 0.050918
236000 0.049901
237000 0.051163
238000 0.050188
239000 0.05145
240000 0.049854
241000 0.051658
242000 0.050713
243000 0.052521
244000 0.050346
245000 0.052329
246000 0.052813
247000 0.053585
248000 0.052756
249000 0.054718
250000 0.052677
251000 0.054868
252000 0.052864
253000 0.054826
254000 0.053136
255000 0.054939
256000 0.053561
257000 0.056314
258000 0.055623
259000 0.05604
260000 0.055127
261000 0.056156
262000 0.05611
263000 0.057245
264000 0.057519
265000 0.056721
266000 0.056859
267000 0.058456
268000 0.056566
269000 0.058751
270000 0.056916
271000 0.058036
272000 0.058889
273000 0.059082
274000 0.057711
275000 0.058819
276000 0.058954
277000 0.059306
278000 0.058769
279000 0.062194
280000 0.05882
281000 0.060397
282000 0.058965
283000 0.061101
284000 0.060373
285000 0.061022
286000 0.06049
287000 0.063328
288000 0.059788
289000 0.061669
290000 0.061013
291000 0.062728
292000 0.062185
293000 0.064272
294000 0.063147
295000 0.063574
296000 0.062544
297000 0.063512
298000 0.064019
299000 0.06534
